,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0010905125408942203
8,0.0010905125408942203
9,0.0021810250817884407
10,0.003271537622682661
11,0.004362050163576881
12,0.0054525627044711015
13,0.0054525627044711015
14,0.006543075245365322
15,0.006543075245365322
16,0.006543075245365322
17,0.006543075245365322
18,0.007633587786259542
19,0.008724100327153763
20,0.008724100327153763
21,0.009814612868047983
22,0.009814612868047983
23,0.010905125408942203
24,0.011995637949836423
25,0.011995637949836423
26,0.013086150490730643
27,0.014176663031624863
28,0.015267175572519083
29,0.016357688113413305
30,0.016357688113413305
31,0.017448200654307525
32,0.018538713195201745
33,0.018538713195201745
34,0.019629225736095966
35,0.020719738276990186
36,0.020719738276990186
37,0.021810250817884406
38,0.021810250817884406
39,0.022900763358778626
40,0.023991275899672846
41,0.023991275899672846
42,0.023991275899672846
43,0.023991275899672846
44,0.025081788440567066
45,0.026172300981461286
46,0.026172300981461286
47,0.026172300981461286
48,0.026172300981461286
49,0.026172300981461286
50,0.027262813522355506
51,0.027262813522355506
52,0.027262813522355506
53,0.028353326063249727
54,0.028353326063249727
55,0.028353326063249727
56,0.029443838604143947
57,0.030534351145038167
58,0.03162486368593239
59,0.03271537622682661
60,0.03271537622682661
61,0.03271537622682661
62,0.03380588876772083
63,0.03489640130861505
64,0.03598691384950927
65,0.03598691384950927
66,0.03598691384950927
67,0.03707742639040349
68,0.03816793893129771
69,0.03925845147219193
70,0.04034896401308615
71,0.04143947655398037
72,0.04143947655398037
73,0.04252998909487459
74,0.04252998909487459
75,0.04362050163576881
76,0.04362050163576881
77,0.04471101417666303
78,0.04580152671755725
79,0.04580152671755725
80,0.04580152671755725
81,0.04689203925845147
82,0.04689203925845147
83,0.04798255179934569
84,0.04798255179934569
85,0.04798255179934569
86,0.04798255179934569
87,0.04907306434023991
88,0.05016357688113413
89,0.05016357688113413
90,0.05016357688113413
91,0.05125408942202835
92,0.05234460196292257
93,0.05234460196292257
94,0.05343511450381679
95,0.05343511450381679
96,0.05343511450381679
97,0.05452562704471101
98,0.05561613958560523
99,0.05561613958560523
100,0.05561613958560523
101,0.05561613958560523
102,0.05670665212649945
103,0.05670665212649945
104,0.05670665212649945
105,0.05779716466739367
106,0.05779716466739367
107,0.05779716466739367
108,0.05779716466739367
109,0.05779716466739367
110,0.05779716466739367
111,0.05779716466739367
112,0.05888767720828789
113,0.05888767720828789
114,0.05997818974918211
115,0.05997818974918211
116,0.05997818974918211
117,0.05997818974918211
118,0.05997818974918211
119,0.05997818974918211
120,0.05997818974918211
121,0.05997818974918211
122,0.061068702290076333
123,0.062159214830970554
124,0.062159214830970554
125,0.06324972737186478
126,0.06324972737186478
127,0.06324972737186478
128,0.064340239912759
129,0.064340239912759
130,0.06543075245365322
131,0.06652126499454744
132,0.06761177753544166
133,0.06870229007633588
134,0.0697928026172301
135,0.07088331515812432
136,0.07197382769901854
137,0.07306434023991276
138,0.07415485278080698
139,0.0752453653217012
140,0.07633587786259542
141,0.07633587786259542
142,0.07742639040348964
143,0.07742639040348964
144,0.07742639040348964
145,0.07742639040348964
146,0.07742639040348964
147,0.07742639040348964
148,0.07742639040348964
149,0.07851690294438386
150,0.07960741548527808
151,0.07960741548527808
152,0.0806979280261723
153,0.0806979280261723
154,0.0806979280261723
155,0.08178844056706652
156,0.08287895310796074
157,0.08287895310796074
158,0.08396946564885496
159,0.08396946564885496
160,0.08396946564885496
161,0.08396946564885496
162,0.08505997818974918
163,0.0861504907306434
164,0.0861504907306434
165,0.08724100327153762
166,0.08833151581243184
167,0.08942202835332606
168,0.09051254089422028
169,0.0916030534351145
170,0.09269356597600872
171,0.09269356597600872
172,0.09269356597600872
173,0.09269356597600872
174,0.09378407851690294
175,0.09487459105779716
176,0.09487459105779716
177,0.09487459105779716
178,0.09596510359869138
179,0.09596510359869138
180,0.09596510359869138
181,0.0970556161395856
182,0.09814612868047982
183,0.09814612868047982
184,0.09923664122137404
185,0.09923664122137404
186,0.09923664122137404
187,0.10032715376226826
188,0.10032715376226826
189,0.10032715376226826
190,0.10032715376226826
191,0.10141766630316248
192,0.1025081788440567
193,0.1025081788440567
194,0.1025081788440567
195,0.10359869138495092
196,0.10359869138495092
197,0.10359869138495092
198,0.10468920392584515
199,0.10468920392584515
200,0.10468920392584515
201,0.10468920392584515
202,0.10577971646673937
203,0.10577971646673937
204,0.10577971646673937
205,0.10687022900763359
206,0.10687022900763359
207,0.1079607415485278
208,0.10905125408942203
209,0.11014176663031625
210,0.11123227917121047
211,0.11123227917121047
212,0.11123227917121047
213,0.11232279171210469
214,0.1134133042529989
215,0.1134133042529989
216,0.1134133042529989
217,0.1134133042529989
218,0.11450381679389313
219,0.11559432933478735
220,0.11559432933478735
221,0.11559432933478735
222,0.11559432933478735
223,0.11559432933478735
224,0.11668484187568157
225,0.11777535441657579
226,0.11777535441657579
227,0.11777535441657579
228,0.11886586695747
229,0.11886586695747
230,0.11886586695747
231,0.11886586695747
232,0.11995637949836423
233,0.11995637949836423
234,0.11995637949836423
235,0.12104689203925845
236,0.12213740458015267
237,0.12322791712104689
238,0.12322791712104689
239,0.12322791712104689
240,0.12322791712104689
241,0.12431842966194111
242,0.12431842966194111
243,0.12540894220283533
244,0.12649945474372956
245,0.12649945474372956
246,0.12758996728462377
247,0.128680479825518
248,0.1297709923664122
249,0.13086150490730644
250,0.13086150490730644
251,0.13086150490730644
252,0.13195201744820065
253,0.13304252998909488
254,0.1341330425299891
255,0.13522355507088332
256,0.13522355507088332
257,0.13522355507088332
258,0.13522355507088332
259,0.13522355507088332
260,0.13522355507088332
261,0.13631406761177753
262,0.13740458015267176
263,0.13849509269356597
264,0.1395856052344602
265,0.1406761177753544
266,0.14176663031624864
267,0.14285714285714285
268,0.14394765539803708
269,0.14394765539803708
270,0.1450381679389313
271,0.1450381679389313
272,0.14612868047982552
273,0.14612868047982552
274,0.14612868047982552
275,0.14612868047982552
276,0.14721919302071973
277,0.14721919302071973
278,0.14830970556161396
279,0.14830970556161396
280,0.14830970556161396
281,0.14830970556161396
282,0.14940021810250817
283,0.1504907306434024
284,0.1515812431842966
285,0.15267175572519084
286,0.15267175572519084
287,0.15267175572519084
288,0.15376226826608505
289,0.15376226826608505
290,0.15376226826608505
291,0.15485278080697928
292,0.15485278080697928
293,0.15485278080697928
294,0.15485278080697928
295,0.1559432933478735
296,0.15703380588876772
297,0.15703380588876772
298,0.15812431842966193
299,0.15812431842966193
300,0.15812431842966193
301,0.15921483097055616
302,0.15921483097055616
303,0.15921483097055616
304,0.16030534351145037
305,0.1613958560523446
306,0.1613958560523446
307,0.1613958560523446
308,0.1624863685932388
309,0.1624863685932388
310,0.16357688113413305
311,0.16466739367502725
312,0.16466739367502725
313,0.16575790621592149
314,0.16575790621592149
