,0
0,0.001736111111111111
1,0.003472222222222222
2,0.005208333333333333
3,0.006944444444444444
4,0.008680555555555556
5,0.010416666666666666
6,0.010416666666666666
7,0.012152777777777778
8,0.013888888888888888
9,0.015625
10,0.017361111111111112
11,0.019097222222222224
12,0.020833333333333332
13,0.022569444444444444
14,0.024305555555555556
15,0.026041666666666668
16,0.027777777777777776
17,0.027777777777777776
18,0.027777777777777776
19,0.029513888888888888
20,0.03125
21,0.03298611111111111
22,0.034722222222222224
23,0.036458333333333336
24,0.03819444444444445
25,0.03993055555555555
26,0.041666666666666664
27,0.043402777777777776
28,0.04513888888888889
29,0.046875
30,0.04861111111111111
31,0.050347222222222224
32,0.052083333333333336
33,0.05381944444444445
34,0.05555555555555555
35,0.057291666666666664
36,0.059027777777777776
37,0.06076388888888889
38,0.0625
39,0.0642361111111111
40,0.06597222222222222
41,0.06770833333333333
42,0.06944444444444445
43,0.07118055555555555
44,0.07291666666666667
45,0.07465277777777778
46,0.0763888888888889
47,0.078125
48,0.0798611111111111
49,0.08159722222222222
50,0.08333333333333333
51,0.08506944444444445
52,0.08680555555555555
53,0.08854166666666667
54,0.09027777777777778
55,0.0920138888888889
56,0.09375
57,0.09375
58,0.0954861111111111
59,0.0954861111111111
60,0.0954861111111111
61,0.09722222222222222
62,0.09895833333333333
63,0.09895833333333333
64,0.10069444444444445
65,0.10243055555555555
66,0.10416666666666667
67,0.10416666666666667
68,0.10590277777777778
69,0.1076388888888889
70,0.1076388888888889
71,0.109375
72,0.1111111111111111
73,0.11284722222222222
74,0.11284722222222222
75,0.11458333333333333
76,0.11631944444444445
77,0.11805555555555555
78,0.11979166666666667
79,0.12152777777777778
80,0.1232638888888889
81,0.125
82,0.1267361111111111
83,0.1284722222222222
84,0.13020833333333334
85,0.13194444444444445
86,0.13368055555555555
87,0.13541666666666666
88,0.1371527777777778
89,0.1388888888888889
90,0.140625
91,0.1423611111111111
92,0.1440972222222222
93,0.14583333333333334
94,0.14756944444444445
95,0.14756944444444445
96,0.14930555555555555
97,0.15104166666666666
98,0.1527777777777778
99,0.1545138888888889
100,0.15625
101,0.1579861111111111
102,0.1597222222222222
103,0.16145833333333334
104,0.16319444444444445
105,0.16493055555555555
106,0.16666666666666666
107,0.1684027777777778
108,0.1701388888888889
109,0.171875
110,0.171875
111,0.1736111111111111
112,0.1753472222222222
113,0.17708333333333334
114,0.17708333333333334
115,0.17881944444444445
116,0.17881944444444445
117,0.18055555555555555
118,0.18229166666666666
119,0.1840277777777778
120,0.1857638888888889
121,0.1875
122,0.1875
123,0.1892361111111111
124,0.1909722222222222
125,0.19270833333333334
126,0.19444444444444445
127,0.19618055555555555
128,0.19791666666666666
129,0.1996527777777778
130,0.2013888888888889
131,0.2013888888888889
132,0.203125
